金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,所在区域
88.0,4室1厅1厨2卫,中楼层 (共32层),142.54,平层,117.35,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
53.8,3室2厅1厨1卫,高楼层 (共18层),101.04,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,天元区
82.0,3室2厅1厨2卫,低楼层 (共11层),137.91,平层,116.71,板塔结合,南 北,混合结构,简装,一梯两户,有,天元区
59.9,4室2厅1厨2卫,高楼层 (共30层),125.0,平层,105.0,板楼,南,钢混结构,精装,两梯四户,有,天元区
61.3,3室2厅1厨1卫,高楼层 (共33层),104.35,平层,84.39,塔楼,南 北,未知结构,精装,两梯四户,有,石峰区
26.8,3室2厅1厨1卫,高楼层 (共8层),77.26,平层,,板塔结合,南,框架结构,精装,一梯两户,无,荷塘区
62.0,3室1厅1厨1卫,中楼层 (共27层),104.14,平层,,板塔结合,南,钢混结构,毛坯,一梯四户,无,天元区
36.0,3室2厅1厨2卫,高楼层 (共7层),119.63,平层,,板塔结合,南,混合结构,毛坯,一梯两户,无,荷塘区
72.0,4室2厅1厨2卫,中楼层 (共32层),153.44,平层,130.79,板楼,东南,钢混结构,毛坯,两梯四户,有,芦淞区
51.8,3室1厅1厨1卫,高楼层 (共25层),113.64,平层,,,东南,未知结构,毛坯,一梯四户,无,荷塘区
113.0,3室2厅1厨2卫,中楼层 (共30层),135.43,平层,106.54,板楼,南,砖混结构,精装,一梯两户,无,天元区
48.8,3室2厅1厨2卫,高楼层 (共12层),137.59,平层,112.04,,东,未知结构,简装,一梯两户,无,荷塘区
66.8,4室2厅1厨2卫,高楼层 (共33层),95.89,平层,95.0,板塔结合,南,钢混结构,精装,三梯六户,有,天元区
81.8,4室2厅1厨2卫,高楼层 (共30层),128.6,平层,,,东南,未知结构,精装,两梯四户,有,天元区
85.0,4室2厅1厨2卫,中楼层 (共32层),139.0,平层,,,南 北,钢混结构,毛坯,一梯三户,无,芦淞区
111.8,4室2厅1厨2卫,中楼层 (共26层),145.0,平层,,塔楼,南,钢混结构,精装,三梯五户,有,天元区
67.8,3室2厅1厨2卫,低楼层 (共33层),125.0,平层,,板楼,南,钢混结构,简装,两梯四户,有,天元区
65.0,3室2厅1厨2卫,高楼层 (共31层),115.17,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,醴陵市
88.8,4室2厅1厨2卫,低楼层 (共33层),137.99,平层,,,东南,未知结构,精装,一梯三户,无,天元区
57.8,3室2厅1厨2卫,中楼层 (共8层),115.32,平层,102.2,,南 北,未知结构,简装,一梯两户,无,天元区
84.8,4室2厅1厨2卫,高楼层 (共27层),135.0,平层,,板塔结合,南,框架结构,精装,两梯四户,有,荷塘区
43.8,3室2厅1厨1卫,高楼层 (共32层),90.0,平层,,板塔结合,南,钢混结构,精装,三梯六户,有,荷塘区
58.0,3室2厅1厨2卫,中楼层 (共11层),127.5,平层,108.65,板塔结合,南 北,混合结构,简装,一梯两户,有,天元区
69.8,4室2厅1厨2卫,低楼层 (共32层),140.29,平层,,板塔结合,南 北,框架结构,毛坯,两梯四户,有,天元区
88.0,4室2厅1厨2卫,中楼层 (共18层),143.0,平层,,板塔结合,南,钢混结构,精装,两梯八户,有,荷塘区
82.8,3室2厅1厨2卫,高楼层 (共18层),132.0,平层,102.02,板楼,南,钢混结构,其他,两梯三户,有,荷塘区
60.0,4室2厅1厨2卫,高楼层 (共32层),138.8,平层,,板楼,南,钢混结构,精装,一梯三户,无,石峰区
109.0,4室2厅1厨1卫,高楼层 (共33层),166.1,平层,,,南,未知结构,毛坯,一梯两户,无,芦淞区
29.6,2室2厅1厨1卫,中楼层 (共15层),74.05,平层,60.98,塔楼,南 北,钢混结构,简装,一梯四户,无,芦淞区
38.0,2室2厅1厨1卫,中楼层 (共7层),96.0,平层,,板楼,南,砖混结构,精装,一梯两户,无,天元区
55.0,3室2厅1厨2卫,中楼层 (共8层),140.17,平层,,板楼,南,砖混结构,简装,一梯两户,无,天元区
132.8,3室2厅1厨2卫,高楼层 (共33层),147.13,平层,114.45,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
55.0,3室2厅1厨2卫,低楼层 (共33层),117.35,平层,,,南,未知结构,精装,一梯四户,无,芦淞区
69.8,3室2厅1厨2卫,中楼层 (共33层),125.0,平层,69.85,板楼,南 北,钢混结构,精装,两梯四户,有,天元区
71.0,3室2厅1厨2卫,高楼层 (共27层),129.7,平层,,板塔结合,东南,钢混结构,毛坯,两梯三户,有,天元区
62.8,3室1厅1厨2卫,中楼层 (共12层),117.89,平层,100.05,,南 北,钢混结构,简装,一梯两户,有,荷塘区
29.0,1室1厅1厨0卫,中楼层 (共29层),85.16,平层,,塔楼,东南,钢混结构,简装,四梯三十户,有,荷塘区
85.0,3室2厅1厨2卫,高楼层 (共17层),143.0,平层,,塔楼,南,钢混结构,简装,两梯两户,有,天元区
52.0,3室1厅1厨1卫,中楼层 (共31层),89.98,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
188.0,5室2厅1厨3卫,中楼层 (共30层),256.0,平层,,板塔结合,南,钢混结构,精装,两梯三户,有,芦淞区
65.0,3室2厅1厨2卫,高楼层 (共6层),145.23,平层,,,南,未知结构,简装,一梯两户,无,天元区
188.0,4室2厅1厨2卫,高楼层 (共25层),176.34,平层,,板塔结合,西南,钢混结构,精装,两梯两户,有,天元区
85.0,4室2厅1厨2卫,低楼层 (共33层),103.39,平层,,塔楼,南,钢混结构,精装,两梯四户,有,天元区
56.8,3室2厅1厨2卫,低楼层 (共2层),116.0,平层,,,南 北,未知结构,精装,一梯一户,无,天元区
54.0,3室2厅1厨2卫,中楼层 (共7层),119.74,平层,108.02,板塔结合,南,钢混结构,其他,一梯两户,无,荷塘区
53.6,6室2厅1厨2卫,高楼层 (共6层),193.8,复式,,塔楼,南,钢混结构,精装,一梯两户,无,芦淞区
52.5,3室1厅1厨2卫,低楼层 (共33层),122.16,平层,,,南,钢混结构,毛坯,一梯三户,无,石峰区
39.8,3室1厅1厨1卫,高楼层 (共30层),89.0,平层,,板塔结合,东南,钢混结构,毛坯,两梯四户,有,荷塘区
59.8,3室2厅1厨2卫,高楼层 (共32层),117.38,平层,,,南,未知结构,毛坯,一梯四户,无,荷塘区
75.0,3室2厅1厨2卫,高楼层 (共28层),140.96,平层,,,南 北,未知结构,精装,两梯四户,有,石峰区
64.8,3室2厅1厨2卫,低楼层 (共28层),121.72,平层,96.0,板塔结合,南,钢混结构,简装,两梯三户,有,天元区
57.8,3室2厅1厨1卫,低楼层 (共7层),126.43,平层,,,南,混合结构,精装,一梯两户,无,荷塘区
255.0,6室2厅1厨4卫,高楼层 (共4层),300.0,,107.61,,东南,钢混结构,精装,其他,无,天元区
25.0,1室0厅1厨1卫,中楼层 (共27层),43.0,平层,,塔楼,南 北,钢混结构,精装,三梯二十户,有,天元区
350.0,5室3厅1厨4卫,低楼层 (共3层),408.82,,,,东南,钢混结构,精装,其他,无,天元区
15.0,2室1厅1厨1卫,中楼层 (共7层),59.5,平层,,,南,未知结构,简装,一梯两户,无,石峰区
238.0,8室2厅1厨3卫,低楼层 (共4层),325.76,复式,325.76,板楼,南,钢混结构,精装,一梯一户,无,荷塘区
35.5,2室1厅1厨1卫,中楼层 (共31层),70.72,平层,,塔楼,南,钢混结构,简装,四梯十二户,有,芦淞区
23.8,2室2厅1厨1卫,中楼层 (共6层),62.07,平层,,,南,未知结构,精装,一梯两户,无,芦淞区
23.0,2室1厅1厨1卫,高楼层 (共26层),74.76,平层,70.0,板塔结合,南,钢混结构,毛坯,四梯十四户,有,石峰区
76.6,3室2厅1厨1卫,高楼层 (共32层),89.0,平层,88.0,板楼,南 北,钢混结构,毛坯,两梯四户,有,天元区
19.0,2室2厅1厨1卫,高楼层 (共6层),80.67,平层,,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
72.0,3室2厅1厨2卫,高楼层 (共26层),123.0,平层,,板塔结合,东南,钢混结构,精装,两梯四户,有,石峰区
175.0,6室3厅1厨2卫,低楼层 (共3层),226.93,,,,南,未知结构,毛坯,其他,无,芦淞区
58.0,2室2厅1厨1卫,高楼层 (共31层),89.58,平层,,,南 北,未知结构,精装,一梯四户,无,荷塘区
35.0,3室2厅1厨1卫,高楼层 (共7层),93.83,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
77.8,3室2厅1厨2卫,中楼层 (共22层),122.01,平层,,板塔结合,南 北,钢混结构,精装,两梯九户,有,天元区
85.0,3室3厅1厨2卫,低楼层 (共18层),144.91,平层,122.0,板塔结合,东南,钢混结构,精装,一梯两户,有,天元区
43.8,2室2厅1厨1卫,中楼层 (共14层),91.21,平层,77.8,,东南,未知结构,精装,一梯两户,无,荷塘区
75.0,4室2厅1厨2卫,中楼层 (共18层),149.47,平层,,板塔结合,东南,钢混结构,精装,两梯两户,有,荷塘区
65.8,3室2厅1厨2卫,低楼层 (共17层),140.08,平层,119.82,塔楼,南 北,钢混结构,精装,一梯两户,有,天元区
36.8,2室2厅1厨1卫,高楼层 (共8层),99.61,平层,,板塔结合,南,砖混结构,精装,一梯四户,无,天元区
62.8,3室2厅1厨1卫,低楼层 (共30层),100.0,平层,,,南,未知结构,精装,一梯四户,无,芦淞区
17.0,1室0厅0厨1卫,低楼层 (共28层),42.25,平层,,板楼,南,钢混结构,精装,五梯五十一户,有,芦淞区
75.8,3室2厅1厨2卫,中楼层 (共33层),135.35,平层,113.39,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
83.8,3室2厅1厨2卫,高楼层 (共30层),130.0,平层,,塔楼,东南,钢混结构,精装,两梯三户,有,荷塘区
98.8,3室2厅1厨2卫,低楼层 (共25层),132.24,平层,104.77,,南,未知结构,精装,一梯三户,无,天元区
87.0,4室2厅1厨2卫,中楼层 (共7层),169.63,平层,156.42,塔楼,南,钢混结构,精装,两梯两户,有,荷塘区
105.0,4室2厅1厨2卫,低楼层 (共33层),146.39,平层,,板塔结合,东,钢混结构,精装,一梯四户,有,天元区
85.9,4室2厅1厨2卫,高楼层 (共33层),132.23,平层,,板楼,南 北,钢混结构,精装,两梯四户,有,天元区
79.0,3室2厅1厨2卫,中楼层 (共33层),94.88,平层,75.64,板塔结合,南,框架结构,精装,两梯四户,有,天元区
61.8,3室2厅1厨1卫,低楼层 (共17层),91.21,平层,,塔楼,南,钢混结构,精装,两梯四户,有,荷塘区
78.0,3室2厅1厨2卫,高楼层 (共33层),112.0,平层,,板塔结合,南,砖混结构,精装,两梯六户,有,天元区
69.0,3室1厅1厨2卫,高楼层 (共30层),143.71,平层,,板塔结合,南 北,钢混结构,简装,十梯两户,有,天元区
78.0,3室1厅1厨2卫,低楼层 (共24层),160.0,平层,,板楼,南 北,钢混结构,精装,两梯两户,有,芦淞区
78.0,3室2厅1厨2卫,低楼层 (共17层),121.0,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
73.8,3室2厅1厨2卫,低楼层 (共33层),110.0,平层,105.0,,南,未知结构,精装,一梯三户,无,天元区
46.8,3室2厅1厨1卫,高楼层 (共7层),125.57,平层,113.49,,南,未知结构,精装,一梯两户,无,石峰区
30.0,2室1厅1厨1卫,中楼层 (共7层),81.59,平层,,,南,未知结构,简装,一梯两户,无,荷塘区
69.0,3室1厅1厨2卫,高楼层 (共27层),118.23,平层,,,东南,未知结构,毛坯,一梯四户,无,石峰区
42.8,3室2厅1厨2卫,低楼层 (共7层),133.54,平层,122.19,平房,东南,混合结构,毛坯,一梯两户,无,天元区
34.8,3室2厅1厨1卫,高楼层 (共6层),112.41,平层,99.74,,南 北,未知结构,简装,一梯两户,无,石峰区
148.0,6室2厅1厨2卫,高楼层 (共15层),317.0,平层,,板楼,东南 南,砖混结构,简装,一梯三户,无,天元区
85.0,4室2厅1厨2卫,低楼层 (共33层),132.36,平层,106.34,,南 北,未知结构,精装,一梯三户,无,天元区
248.0,5室2厅1厨3卫,低楼层 (共3层),339.81,,258.31,,南,砖混结构,精装,其他,无,天元区
165.0,5室2厅1厨2卫,高楼层 (共31层),231.16,平层,,塔楼,南,框架结构,毛坯,两梯两户,有,天元区
277.0,5室1厅1厨3卫,低楼层 (共3层),223.0,,,,东南 南,钢混结构,毛坯,其他,无,荷塘区
110.0,4室2厅1厨2卫,中楼层 (共19层),176.57,平层,,塔楼,东南,钢混结构,简装,一梯三户,无,天元区
145.0,5室2厅1厨2卫,中楼层 (共17层),218.6,平层,,,东南,未知结构,毛坯,一梯两户,无,天元区
230.0,6室1厅1厨4卫,低楼层 (共3层),318.51,,,,南,钢混结构,简装,其他,无,芦淞区
68.8,3室2厅1厨2卫,高楼层 (共18层),123.25,平层,104.47,板楼,南,框架结构,毛坯,一梯两户,有,天元区
75.0,4室2厅1厨2卫,高楼层 (共33层),124.31,平层,,板塔结合,南 北,钢混结构,毛坯,一梯四户,无,天元区
48.0,3室2厅1厨1卫,高楼层 (共34层),103.22,平层,,板塔结合,北 东南,钢混结构,精装,两梯四户,有,石峰区
236.0,6室2厅2厨2卫,低楼层 (共2层),168.81,,160.0,,南,未知结构,毛坯,其他,无,株洲县
168.0,5室2厅1厨3卫,低楼层 (共30层),256.0,平层,,板塔结合,南 西南,钢混结构,毛坯,两梯三户,有,芦淞区
46.8,3室1厅1厨1卫,高楼层 (共15层),99.12,平层,83.37,板楼,南 北,钢混结构,精装,两梯十户,有,芦淞区
92.5,4室2厅1厨2卫,低楼层 (共28层),148.22,平层,,,南 北,未知结构,毛坯,一梯三户,无,天元区
105.0,6室2厅1厨3卫,高楼层 (共5层),257.5,复式,,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
68.8,4室2厅1厨2卫,中楼层 (共12层),129.5,平层,,板塔结合,东南,框架结构,精装,一梯四户,有,荷塘区
78.8,4室2厅1厨2卫,高楼层 (共8层),147.2,平层,135.0,,南,未知结构,精装,一梯两户,无,天元区
122.0,5室2厅1厨3卫,中楼层 (共31层),192.0,平层,,,南 北,未知结构,毛坯,一梯三户,无,天元区
76.8,3室2厅1厨2卫,高楼层 (共28层),137.12,平层,112.57,塔楼,西,钢混结构,精装,两梯六户,有,天元区
56.8,5室3厅1厨3卫,高楼层 (共7层),210.0,复式,200.0,板楼,东南,砖混结构,精装,一梯两户,无,芦淞区
102.0,5室2厅1厨2卫,中楼层 (共27层),171.0,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有,天元区
47.5,4室2厅1厨1卫,中楼层 (共6层),133.19,平层,,,南 北,混合结构,简装,一梯两户,无,荷塘区
93.8,5室1厅1厨3卫,高楼层 (共27层),187.5,复式,,板塔结合,南 北,框架结构,精装,两梯三户,有,荷塘区
72.8,3室2厅1厨1卫,低楼层 (共23层),126.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
85.0,5室2厅1厨3卫,中楼层 (共30层),201.0,平层,,,南 北,未知结构,精装,一梯两户,无,醴陵市
69.8,3室1厅1厨1卫,中楼层 (共6层),127.31,平层,,板楼,东南,钢混结构,简装,十梯两户,有,天元区
46.8,3室1厅1厨2卫,高楼层 (共18层),118.08,平层,,,南,未知结构,精装,一梯四户,无,石峰区
95.0,5室2厅1厨2卫,高楼层 (共7层),179.0,平层,,板楼,南,砖混结构,毛坯,一梯两户,无,天元区
72.0,3室2厅1厨1卫,高楼层 (共29层),106.0,平层,,板楼,西南,钢混结构,精装,两梯六户,有,荷塘区
115.0,6室2厅1厨3卫,低楼层 (共8层),134.66,复式,111.39,,东南,未知结构,精装,一梯两户,无,荷塘区
99.0,5室3厅1厨3卫,中楼层 (共8层),206.52,复式,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
75.0,5室2厅1厨2卫,低楼层 (共7层),164.16,错层,,板楼,南 北,砖混结构,精装,一梯两户,无,天元区
239.0,6室1厅1厨3卫,低楼层 (共3层),223.08,,,,东南,钢混结构,毛坯,其他,无,荷塘区
238.0,7室2厅1厨5卫,高楼层 (共4层),315.0,,,,南,钢混结构,精装,其他,无,天元区
240.0,5室2厅1厨3卫,低楼层 (共3层),300.0,复式,280.52,,南,未知结构,毛坯,一梯六户,无,天元区
467.0,6室3厅1厨3卫,低楼层 (共2层),385.0,,,,南 北,未知结构,毛坯,其他,无,天元区
58.0,6室1厅1厨3卫,高楼层 (共7层),190.38,复式,,,东南,未知结构,简装,一梯两户,无,石峰区
85.2,4室1厅1厨2卫,高楼层 (共32层),139.26,平层,113.0,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
180.0,7室4厅1厨4卫,高楼层 (共17层),261.36,复式,221.0,板塔结合,南 北,砖混结构,毛坯,两梯四户,有,天元区
152.8,5室5厅1厨3卫,高楼层 (共16层),250.0,复式,,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,天元区
94.8,6室3厅1厨4卫,高楼层 (共17层),228.47,复式,193.27,塔楼,南 北,钢混结构,精装,两梯三户,有,天元区
58.8,4室2厅1厨3卫,高楼层 (共8层),181.04,复式,180.0,板塔结合,南,钢混结构,简装,一梯两户,无,天元区
86.5,5室2厅1厨3卫,中楼层 (共14层),207.0,平层,,,南 北,未知结构,毛坯,一梯两户,无,石峰区
62.0,4室3厅1厨2卫,高楼层 (共8层),173.46,平层,157.1,塔楼,南 北,钢混结构,精装,一梯两户,有,天元区
125.8,5室2厅1厨3卫,低楼层 (共25层),216.99,平层,176.19,板塔结合,南,砖混结构,毛坯,两梯两户,有,天元区
665.0,6室4厅1厨4卫,低楼层 (共2层),420.0,,,,南,未知结构,简装,其他,无,芦淞区
88.4,5室2厅1厨2卫,低楼层 (共33层),168.0,平层,168.0,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,天元区
79.0,5室2厅1厨2卫,高楼层 (共18层),151.0,平层,,,南 北,未知结构,毛坯,一梯三户,无,醴陵市
43.8,2室2厅1厨1卫,中楼层 (共29层),99.97,平层,81.81,板塔结合,南,框架结构,精装,两梯七户,有,荷塘区
84.0,5室2厅1厨2卫,低楼层 (共18层),164.35,平层,,板楼,南 北,钢混结构,毛坯,两梯四户,有,醴陵市
69.8,4室2厅2厨2卫,中楼层 (共33层),121.87,平层,,板塔结合,南,钢混结构,毛坯,三梯六户,有,天元区
77.0,3室1厅1厨2卫,中楼层 (共9层),122.89,平层,106.97,,南 北,未知结构,精装,一梯两户,有,荷塘区
39.8,3室2厅1厨1卫,高楼层 (共18层),113.0,错层,100.0,板塔结合,南,钢混结构,简装,两梯两户,有,荷塘区
51.3,4室2厅1厨1卫,中楼层 (共8层),106.0,平层,79.44,板楼,南,砖混结构,精装,一梯两户,无,芦淞区
29.2,3室2厅1厨1卫,高楼层 (共6层),96.41,平层,,,东南,未知结构,精装,一梯两户,无,荷塘区
173.0,4室2厅1厨2卫,高楼层 (共25层),266.0,平层,,,南,未知结构,毛坯,一梯两户,无,天元区
74.8,5室2厅1厨3卫,高楼层 (共7层),215.76,复式,198.2,塔楼,东南,钢混结构,精装,一梯两户,无,芦淞区
69.0,4室2厅1厨2卫,低楼层 (共10层),140.54,平层,121.75,板楼,南 北,钢混结构,毛坯,一梯八户,无,醴陵市
40.0,5室2厅1厨2卫,高楼层 (共7层),149.0,复式,130.0,板楼,南,砖混结构,简装,一梯两户,无,天元区
123.0,5室2厅1厨3卫,高楼层 (共11层),280.0,复式,,,东南,未知结构,毛坯,一梯两户,无,荷塘区
72.0,4室2厅1厨2卫,高楼层 (共33层),121.87,平层,94.95,板塔结合,南,钢混结构,精装,三梯六户,有,天元区
43.8,4室2厅1厨2卫,中楼层 (共7层),177.82,复式,160.91,,东北,未知结构,精装,一梯四户,无,荷塘区
39.8,2室2厅1厨1卫,低楼层 (共29层),93.28,平层,,板塔结合,南,框架结构,简装,两梯七户,有,荷塘区
85.0,4室2厅1厨2卫,高楼层 (共25层),119.43,平层,92.69,板塔结合,东南,钢混结构,精装,两梯四户,有,天元区
120.0,7室2厅1厨3卫,高楼层 (共14层),296.29,复式,,板塔结合,南,钢混结构,毛坯,一梯两户,有,天元区
82.0,4室2厅1厨2卫,低楼层 (共18层),150.0,平层,129.85,,南,未知结构,精装,一梯两户,有,石峰区
54.8,4室2厅1厨2卫,低楼层 (共33层),117.58,平层,95.64,板塔结合,南,钢混结构,毛坯,两梯四户,有,芦淞区
56.0,3室2厅1厨2卫,低楼层 (共30层),133.77,平层,,,南 北,未知结构,毛坯,一梯两户,无,荷塘区
160.0,6室2厅1厨3卫,低楼层 (共2层),162.0,,,,南,未知结构,毛坯,其他,无,株洲县
