金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
125.0,2室2厅1厨1卫,中楼层 (共33层),100.34,平层,72.28,板塔结合,南,混合结构,其他,一梯五户,无
80.0,3室2厅1厨1卫,低楼层 (共11层),92.16,平层,78.07,板塔结合,南 北,钢混结构,其他,一梯两户,无
118.0,3室2厅1厨1卫,中楼层 (共18层),109.5,平层,89.94,板塔结合,东南,钢混结构,精装,两梯四户,有
91.5,2室2厅1厨1卫,低楼层 (共18层),78.55,平层,62.0,,南,未知结构,精装,一梯六户,无
63.0,2室2厅1厨1卫,低楼层 (共11层),68.07,平层,,板塔结合,南,钢混结构,精装,一梯十二户,无
98.0,2室2厅1厨1卫,高楼层 (共11层),90.8,平层,74.42,板塔结合,南 北,钢混结构,毛坯,一梯四户,无
76.0,2室1厅1厨1卫,低楼层 (共18层),64.0,平层,51.74,板塔结合,南,未知结构,精装,两梯六户,有
93.0,3室2厅1厨1卫,低楼层 (共22层),94.04,平层,76.49,板塔结合,东 东南,钢混结构,精装,两梯七户,有
92.0,2室2厅1厨1卫,中楼层 (共18层),78.64,平层,63.24,,东南,未知结构,精装,一梯六户,无
66.0,2室2厅1厨1卫,低楼层 (共15层),86.2,平层,66.27,塔楼,北,钢混结构,毛坯,两梯四户,有
93.0,3室2厅1厨1卫,低楼层 (共22层),94.04,平层,76.49,板塔结合,东 东南,钢混结构,精装,两梯七户,有
98.0,2室2厅1厨1卫,高楼层 (共11层),90.8,平层,74.42,板塔结合,南 北,钢混结构,毛坯,一梯四户,无
109.0,2室2厅1厨1卫,低楼层 (共24层),89.09,平层,,板塔结合,南 北,钢混结构,其他,两梯六户,有
78.0,2室2厅1厨1卫,中楼层 (共18层),82.07,平层,68.82,,南,未知结构,精装,一梯五户,无
63.0,2室2厅1厨1卫,低楼层 (共31层),70.53,平层,56.14,板塔结合,东,框架结构,其他,两梯六户,有
63.0,2室2厅1厨1卫,中楼层 (共18层),81.72,平层,68.9,板塔结合,东南,钢混结构,精装,一梯五户,无
80.0,2室2厅1厨1卫,低楼层 (共18层),80.84,平层,,板塔结合,东南,钢混结构,精装,一梯四户,无
60.0,2室1厅1厨2卫,低楼层 (共17层),92.47,平层,77.6,板塔结合,北,钢混结构,毛坯,一梯六户,无
96.0,2室2厅1厨1卫,高楼层 (共33层),91.86,平层,69.84,板塔结合,南,钢混结构,精装,两梯四户,有
79.0,2室1厅1厨1卫,低楼层 (共18层),76.48,平层,63.63,,南,框架结构,简装,两梯八户,有
73.9,2室2厅1厨1卫,中楼层 (共17层),71.07,平层,,板塔结合,北,钢混结构,精装,两梯八户,有
79.0,2室2厅1厨1卫,中楼层 (共17层),76.26,平层,67.7,板塔结合,北,钢混结构,精装,一梯六户,无
88.0,2室1厅1厨1卫,中楼层 (共15层),84.7,平层,66.86,板塔结合,北 南,钢混结构,其他,两梯六户,有
80.0,2室2厅1厨1卫,高楼层 (共11层),76.0,平层,62.32,,南 北,未知结构,精装,一梯两户,无
67.0,1室1厅1厨1卫,低楼层 (共11层),67.85,平层,,板塔结合,南,钢混结构,简装,一梯十一户,无
104.0,2室2厅1厨2卫,高楼层 (共18层),94.59,平层,77.5,塔楼,北 东南,钢混结构,毛坯,两梯六户,有
40.0,1室1厅1厨1卫,中楼层 (共15层),53.74,平层,53.74,板塔结合,南,钢混结构,其他,一梯四户,无
83.0,2室2厅1厨1卫,中楼层 (共25层),86.74,平层,66.49,板塔结合,南,框架结构,精装,一梯六户,无
117.5,3室2厅1厨2卫,低楼层 (共18层),106.73,平层,106.73,板楼,南 北,钢混结构,精装,一梯六户,无
63.0,2室2厅1厨1卫,高楼层 (共17层),70.86,平层,,板楼,南 北,钢混结构,精装,两梯六户,有
75.0,1室1厅1厨1卫,高楼层 (共24层),60.66,平层,49.13,板塔结合,南,钢混结构,精装,两梯七户,有
55.0,1室1厅1厨1卫,低楼层 (共18层),56.83,平层,,塔楼,西北,钢混结构,精装,两梯六户,有
82.0,2室2厅1厨1卫,低楼层 (共18层),77.64,平层,,板塔结合,东南,钢混结构,精装,两梯六户,有
72.0,2室1厅1厨1卫,低楼层 (共18层),81.72,平层,67.82,板塔结合,西北,钢混结构,其他,两梯六户,有
80.0,2室2厅1厨1卫,低楼层 (共23层),82.49,平层,,塔楼,南,钢混结构,其他,两梯四户,有
88.0,1室1厅1厨2卫,高楼层 (共19层),41.05,复式,,板楼,南,钢混结构,其他,两梯八户,有
62.0,2室2厅1厨1卫,高楼层 (共18层),73.38,平层,58.47,塔楼,南,钢混结构,毛坯,两梯六户,有
88.8,3室2厅1厨2卫,低楼层 (共17层),70.16,跃层,58.88,板塔结合,南,钢混结构,其他,一梯六户,无
94.0,3室2厅1厨1卫,高楼层 (共22层),94.04,平层,,板塔结合,南 北,钢混结构,毛坯,两梯七户,有
75.0,2室2厅1厨1卫,低楼层 (共18层),75.0,平层,60.03,板塔结合,南,钢混结构,精装,两梯六户,有
153.0,3室2厅1厨1卫,低楼层 (共18层),121.21,平层,,板塔结合,南,钢混结构,精装,两梯三户,有
50.0,2室2厅1厨1卫,中楼层 (共16层),81.0,平层,,板楼,东南,钢混结构,精装,两梯十八户,有
92.0,2室2厅1厨1卫,低楼层 (共18层),85.0,平层,,板塔结合,南,未知结构,其他,两梯六户,有
95.0,2室2厅1厨1卫,低楼层 (共26层),81.13,平层,65.63,板楼,南,钢混结构,精装,两梯八户,有
82.2,2室1厅1厨1卫,高楼层 (共18层),67.32,平层,54.15,板楼,南 北,钢混结构,精装,两梯八户,有
95.0,2室2厅1厨1卫,低楼层 (共18层),81.0,平层,,板楼,南 北,钢混结构,简装,两梯四户,有
66.0,1室2厅1厨1卫,低楼层 (共29层),65.85,平层,,板塔结合,北,钢混结构,其他,两梯八户,有
55.0,1室1厅1厨1卫,中楼层 (共18层),58.3,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
61.0,2室2厅1厨1卫,低楼层 (共18层),63.21,平层,,板塔结合,东南,钢混结构,精装,一梯八户,无
99.0,3室2厅1厨1卫,高楼层 (共33层),109.0,平层,,板塔结合,北,钢混结构,其他,一梯四户,无
57.0,1室1厅1厨1卫,中楼层 (共18层),57.0,平层,,板塔结合,北 南,钢混结构,其他,两梯六户,有
55.0,2室1厅1厨1卫,低楼层 (共16层),68.0,平层,,板塔结合,南,钢混结构,精装,一梯七户,无
65.0,1室1厅1厨1卫,中楼层 (共17层),60.83,平层,60.83,板塔结合,南,未知结构,简装,两梯五户,有
90.0,2室2厅1厨1卫,低楼层 (共2层),149.02,跃层,141.28,,南 北,未知结构,简装,一梯一户,无
85.0,2室1厅1厨2卫,高楼层 (共11层),89.22,平层,,板塔结合,南 北,钢混结构,其他,一梯四户,无
100.0,3室2厅1厨2卫,中楼层 (共23层),102.0,平层,,塔楼,南 北,钢混结构,其他,两梯四户,有
128.0,3室2厅1厨1卫,中楼层 (共23层),115.29,平层,,塔楼,南 北,钢混结构,其他,两梯四户,有
105.0,3室2厅1厨1卫,高楼层 (共17层),103.0,平层,,,南 北,未知结构,其他,一梯两户,无
128.0,3室2厅1厨2卫,低楼层 (共33层),110.38,平层,,塔楼,南 北,钢混结构,精装,一梯四户,无
220.0,4室2厅1厨3卫,低楼层 (共5层),186.0,复式,,板塔结合,南,钢混结构,其他,一梯两户,无
118.0,2室2厅1厨1卫,高楼层 (共23层),67.82,跃层,,塔楼,东南,框架结构,其他,两梯三户,有
550.0,6室3厅1厨3卫,低楼层 (共2层),267.0,复式,,板塔结合,南,钢混结构,毛坯,一梯一户,无
270.0,3室2厅1厨3卫,低楼层 (共3层),170.0,复式,,板塔结合,南,钢混结构,其他,一梯八户,无
100.0,3室2厅1厨1卫,高楼层 (共17层),103.0,平层,,,南 北,未知结构,精装,一梯两户,无
100.0,3室2厅1厨1卫,中楼层 (共23层),99.71,平层,,塔楼,南 北,钢混结构,其他,两梯四户,有
94.0,2室1厅1厨1卫,中楼层 (共20层),86.04,平层,,板楼,南,钢混结构,其他,一梯四户,无
80.0,2室1厅1厨1卫,低楼层 (共15层),87.4,平层,,板塔结合,南,钢混结构,毛坯,一梯五户,无
76.0,2室1厅1厨1卫,高楼层 (共23层),83.82,平层,,板塔结合,南,钢混结构,其他,两梯四户,有
90.0,2室2厅1厨1卫,高楼层 (共29层),82.02,平层,,板塔结合,南 北,钢混结构,其他,两梯八户,有
42.0,2室2厅1厨1卫,高楼层 (共6层),85.0,平层,,板塔结合,南 北,钢混结构,其他,一梯两户,无
86.0,2室2厅1厨1卫,低楼层 (共33层),87.41,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
86.0,2室1厅1厨1卫,低楼层 (共18层),86.67,平层,,板楼,南,钢混结构,其他,一梯四户,无
92.0,3室2厅1厨1卫,高楼层 (共24层),88.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
89.0,2室2厅1厨1卫,低楼层 (共18层),78.13,平层,,板塔结合,东,钢混结构,其他,两梯六户,有
108.0,3室2厅1厨2卫,低楼层 (共18层),108.14,平层,,板塔结合,南 北,钢混结构,毛坯,一梯六户,无
70.0,2室2厅1厨1卫,中楼层 (共18层),87.23,平层,,板塔结合,南 北,钢混结构,毛坯,一梯五户,无
100.0,3室2厅1厨1卫,高楼层 (共18层),110.0,平层,,板塔结合,北,钢混结构,精装,一梯四户,无
73.0,2室1厅1厨1卫,高楼层 (共25层),73.44,平层,,板塔结合,北,钢混结构,其他,一梯六户,无
77.0,2室2厅1厨1卫,中楼层 (共18层),73.7,平层,,板塔结合,西,钢混结构,其他,两梯六户,有
88.0,2室2厅1厨1卫,中楼层 (共33层),88.41,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
55.0,2室2厅1厨1卫,高楼层 (共25层),70.56,平层,,塔楼,南,钢混结构,毛坯,四梯二十户,有
95.0,3室2厅1厨1卫,中楼层 (共33层),91.52,平层,,板塔结合,东北,钢混结构,其他,两梯四户,有
87.0,2室2厅1厨1卫,高楼层 (共26层),81.13,平层,65.63,板楼,南,钢混结构,精装,两梯八户,有
85.0,3室2厅1厨1卫,低楼层 (共18层),92.0,平层,,,西南,钢混结构,其他,一梯四户,无
116.0,3室2厅1厨2卫,低楼层 (共21层),111.53,平层,,板塔结合,北,钢混结构,毛坯,一梯六户,无
167.0,3室2厅1厨2卫,高楼层 (共33层),136.0,平层,,塔楼,南,未知结构,精装,一梯四户,无
290.0,5室1厅1厨3卫,低楼层 (共3层),218.0,复式,,,南,未知结构,简装,一梯两户,无
258.0,5室2厅1厨3卫,低楼层 (共2层),163.92,复式,,板塔结合,南,钢混结构,毛坯,一梯六户,无
97.0,4室2厅1厨2卫,低楼层 (共15层),97.0,平层,,,南,未知结构,毛坯,一梯六户,无
140.0,3室2厅1厨2卫,高楼层 (共24层),109.66,平层,,板塔结合,西北,钢混结构,其他,一梯六户,无
65.0,1室1厅0厨0卫,中楼层 (共5层),34.32,平层,,板塔结合,南,砖混结构,其他,一梯八十户,无
120.0,3室2厅1厨2卫,中楼层 (共11层),121.0,平层,,,南 北,未知结构,其他,一梯两户,无
113.5,3室2厅1厨2卫,高楼层 (共18层),97.15,平层,,板塔结合,南 北,框架结构,其他,一梯六户,无
98.0,2室1厅1厨1卫,高楼层 (共24层),80.06,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有
150.0,3室2厅1厨2卫,高楼层 (共18层),121.0,平层,,板塔结合,南,钢混结构,精装,一梯三户,无
75.0,2室1厅1厨1卫,低楼层 (共18层),82.0,平层,,板塔结合,西,钢混结构,简装,两梯六户,有
500.0,4室2厅1厨4卫,低楼层 (共2层),229.83,复式,,,南 北,未知结构,毛坯,一梯一户,无
69.0,1室2厅1厨1卫,中楼层 (共26层),60.66,平层,46.5,板楼,东 北,钢混结构,简装,两梯十户,有
154.0,3室2厅1厨2卫,中楼层 (共18层),124.0,平层,,板塔结合,东南,钢混结构,毛坯,一梯四户,无
110.0,3室2厅1厨2卫,高楼层 (共17层),118.34,平层,,塔楼,南 北,钢混结构,毛坯,一梯四户,无
175.0,3室2厅1厨2卫,低楼层 (共24层),129.27,平层,,板塔结合,南 北,钢混结构,简装,一梯四户,无
164.0,3室2厅1厨2卫,中楼层 (共28层),137.0,平层,,板楼,南 北,钢混结构,其他,两梯三户,有
95.0,3室2厅1厨1卫,高楼层 (共18层),104.04,平层,,板楼,南,钢混结构,精装,一梯五户,无
24.0,1室0厅1厨1卫,低楼层 (共13层),30.72,平层,25.89,板塔结合,南,钢混结构,简装,一梯八户,无
176.0,3室2厅1厨2卫,低楼层 (共24层),125.41,平层,,板塔结合,南 北,钢混结构,毛坯,两梯四户,有
285.0,3室3厅1厨3卫,低楼层 (共2层),179.0,,,,南 北,未知结构,毛坯,其他,无
105.0,3室2厅1厨2卫,中楼层 (共18层),98.0,平层,,板塔结合,南 北,未知结构,其他,两梯六户,有
110.0,3室2厅1厨2卫,低楼层 (共18层),97.59,平层,,,南 北,未知结构,其他,一梯六户,无
115.0,3室2厅1厨2卫,高楼层 (共18层),110.0,平层,,板楼,南 北,钢混结构,其他,两梯四户,有
465.0,3室2厅2厨3卫,低楼层 (共2层),183.42,,183.42,,南,钢混结构,毛坯,其他,无
345.0,3室2厅1厨3卫,低楼层 (共3层),183.0,,,,南 北,未知结构,毛坯,其他,无
100.0,2室2厅1厨2卫,高楼层 (共14层),92.0,平层,,板楼,南 北,钢混结构,毛坯,一梯五户,无
115.0,3室2厅1厨2卫,低楼层 (共18层),121.0,平层,,,南,钢混结构,精装,一梯三户,无
107.0,3室2厅1厨2卫,中楼层 (共11层),117.0,平层,,板塔结合,南,未知结构,精装,一梯四户,有
85.0,2室2厅1厨2卫,低楼层 (共33层),56.28,复式,,板塔结合,南,钢混结构,精装,一梯四户,无
120.0,3室2厅1厨2卫,中楼层 (共24层),139.0,平层,,,东,钢混结构,毛坯,一梯四户,无
148.0,3室2厅1厨2卫,高楼层 (共11层),183.27,平层,,板塔结合,东南 西北,框架结构,精装,一梯十户,无
118.0,3室2厅1厨1卫,高楼层 (共24层),83.77,平层,,板塔结合,南 北,未知结构,其他,一梯四户,无
110.0,3室2厅1厨2卫,高楼层 (共15层),115.11,平层,,板塔结合,南 北,钢混结构,毛坯,一梯五户,有
730.0,5室2厅2厨3卫,低楼层 (共3层),322.71,复式,,,南 北,未知结构,精装,一梯一户,无
95.0,3室2厅1厨1卫,中楼层 (共28层),102.57,平层,,板塔结合,南 北,钢混结构,其他,一梯六户,无
72.0,1室1厅1厨1卫,中楼层 (共33层),62.31,平层,,板塔结合,南,钢混结构,精装,两梯六户,有
29.0,1室0厅1厨1卫,低楼层 (共11层),35.04,平层,28.45,板楼,南,钢混结构,简装,一梯六户,无
65.0,1室1厅1厨1卫,中楼层 (共17层),63.23,平层,51.95,板塔结合,南,钢混结构,毛坯,两梯八户,有
42.0,1室1厅1厨1卫,低楼层 (共18层),40.24,平层,30.11,板塔结合,南,钢混结构,简装,两梯八户,有
51.0,1室1厅1厨1卫,低楼层 (共33层),50.0,平层,,板塔结合,南,钢混结构,简装,两梯五户,有
42.0,1室1厅1厨1卫,低楼层 (共18层),40.24,平层,30.11,板塔结合,南,钢混结构,简装,两梯八户,有
47.0,1室1厅1厨1卫,中楼层 (共18层),40.25,平层,30.11,板塔结合,东南,钢混结构,精装,两梯八户,有
38.0,1室1厅1厨1卫,低楼层 (共17层),53.39,平层,42.41,,南,未知结构,精装,一梯六户,无
35.0,1室0厅1厨1卫,中楼层 (共9层),42.88,平层,35.55,板塔结合,西北,钢混结构,精装,一梯十户,无
52.0,1室0厅1厨1卫,高楼层 (共9层),43.76,平层,32.75,板塔结合,南,钢混结构,其他,一梯十二户,无
38.0,1室0厅1厨1卫,中楼层 (共9层),42.8,平层,35.55,板塔结合,西北,钢混结构,精装,一梯十户,无
31.0,1室0厅1厨1卫,中楼层 (共7层),44.0,平层,30.0,板塔结合,南,钢混结构,简装,一梯十户,无
54.5,1室1厅1厨1卫,低楼层 (共9层),68.07,平层,54.4,板塔结合,西北,钢混结构,精装,一梯十二户,无
50.0,1室0厅1厨1卫,中楼层 (共15层),53.54,平层,42.81,板塔结合,南,钢混结构,其他,一梯六户,无
56.5,3室2厅1厨1卫,高楼层 (共25层),61.73,平层,,板楼,南,钢混结构,毛坯,一梯六户,无
52.0,1室1厅1厨1卫,低楼层 (共7层),66.66,平层,,板塔结合,西北,钢混结构,其他,一梯十户,无
58.0,1室1厅1厨1卫,高楼层 (共18层),60.21,平层,48.8,板楼,北,钢混结构,简装,两梯五户,有
59.0,1室2厅1厨1卫,低楼层 (共15层),50.94,平层,41.1,板塔结合,南,钢混结构,精装,一梯六户,无
115.0,3室2厅1厨1卫,高楼层 (共33层),108.89,平层,,板塔结合,北,钢混结构,精装,两梯五户,有
89.0,2室2厅1厨1卫,中楼层 (共31层),74.36,平层,57.71,板楼,北,钢混结构,精装,两梯七户,有
34.5,1室0厅1厨1卫,中楼层 (共11层),43.76,平层,,板塔结合,南 北,钢混结构,精装,一梯十二户,无
72.0,2室2厅1厨1卫,低楼层 (共18层),82.28,平层,64.6,板塔结合,南,框架结构,毛坯,两梯七户,有
169.0,4室2厅1厨2卫,高楼层 (共24层),126.31,平层,93.87,板塔结合,南,钢混结构,其他,一梯四户,无
30.6,1室1厅1厨1卫,低楼层 (共11层),43.76,平层,,板塔结合,东南,钢混结构,简装,一梯十二户,无
68.0,1室2厅1厨1卫,低楼层 (共18层),60.97,平层,48.67,,北,未知结构,精装,一梯六户,无
30.0,1室2厅1厨1卫,高楼层 (共13层),36.35,平层,30.43,板塔结合,西南 东北,钢混结构,简装,一梯六户,有
32.0,1室2厅1厨1卫,中楼层 (共17层),52.13,平层,41.58,板塔结合,北,钢混结构,精装,一梯六户,无
100.0,3室2厅1厨1卫,中楼层 (共33层),100.34,平层,,板塔结合,东南,混合结构,精装,一梯五户,无
37.0,1室0厅1厨1卫,中楼层 (共11层),43.76,平层,33.26,板塔结合,南,钢混结构,精装,一梯十二户,无
58.0,1室1厅1厨1卫,低楼层 (共18层),58.7,平层,46.72,板塔结合,南 北,钢混结构,精装,一梯六户,无
96.0,3室2厅1厨1卫,高楼层 (共33层),108.86,平层,82.38,板塔结合,东北,钢混结构,精装,一梯五户,无
51.0,1室1厅1厨1卫,高楼层 (共11层),57.48,平层,47.42,板塔结合,北,钢混结构,精装,一梯四户,无
41.0,1室0厅1厨1卫,中楼层 (共14层),47.22,平层,,板楼,南,钢混结构,精装,四梯三十二户,有
33.0,1室0厅1厨1卫,高楼层 (共7层),44.23,平层,35.35,板塔结合,东南,钢混结构,简装,一梯十二户,无
64.0,2室2厅1厨1卫,中楼层 (共18层),69.0,平层,,板楼,南,钢混结构,其他,两梯八户,有
33.0,1室0厅1厨1卫,高楼层 (共7层),44.23,平层,35.35,板塔结合,东南,钢混结构,简装,一梯十二户,无
66.0,2室2厅1厨1卫,低楼层 (共11层),77.81,平层,65.51,板楼,南,钢混结构,精装,一梯四户,有
55.0,2室2厅1厨1卫,中楼层 (共11层),70.09,平层,,塔楼,西 西北,框架结构,精装,两梯四户,有
90.0,3室2厅1厨1卫,中楼层 (共33层),108.6,平层,82.31,塔楼,北,钢混结构,精装,两梯五户,有
53.8,2室1厅1厨1卫,低楼层 (共25层),61.73,平层,47.32,板楼,南,钢混结构,毛坯,一梯六户,无
33.0,1室1厅1厨1卫,高楼层 (共16层),55.24,平层,42.72,板塔结合,南,钢混结构,精装,一梯一户,无
32.0,1室2厅1厨1卫,低楼层 (共18层),45.08,平层,30.93,板塔结合,北,钢混结构,简装,一梯九户,无
37.0,1室1厅1厨1卫,高楼层 (共12层),45.8,平层,33.64,板塔结合,东南,钢混结构,精装,一梯十八户,无
120.0,4室2厅1厨2卫,高楼层 (共9层),146.24,平层,124.3,板塔结合,南,钢混结构,其他,一梯两户,有
60.0,2室2厅1厨1卫,低楼层 (共25层),90.3,平层,68.47,塔楼,西南,钢混结构,精装,四梯二十户,有
34.1,1室0厅1厨1卫,高楼层 (共11层),44.23,平层,33.35,板塔结合,东南,钢混结构,精装,一梯十二户,无
52.9,1室2厅1厨1卫,高楼层 (共26层),60.66,平层,46.5,板楼,西北,钢混结构,简装,一梯五户,无
52.0,1室1厅1厨1卫,高楼层 (共13层),56.51,平层,55.34,塔楼,南,钢混结构,简装,两梯二十二户,有
183.0,4室2厅1厨2卫,中楼层 (共18层),165.82,平层,142.38,板楼,南,钢混结构,毛坯,一梯两户,无
75.0,2室1厅1厨1卫,中楼层 (共31层),67.9,平层,,板楼,北,钢混结构,精装,两梯七户,有
