,金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
201,77,2室2厅1厨1卫,中楼层 (共31层),77.55㎡,平层,62.13㎡,塔楼,北,钢混结构,毛坯,两梯六户,有
202,94,2室2厅1厨1卫,高楼层 (共18层),81.33㎡,平层,66.5㎡,塔楼,西南,未知结构,其他,两梯六户,有
203,80,2室2厅1厨1卫,中楼层 (共15层),75.64㎡,平层,60㎡,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
204,90,2室2厅1厨1卫,低楼层 (共18层),81.85㎡,平层,67.82㎡,板塔结合,北,钢混结构,精装,两梯六户,有
205,115,2室2厅1厨1卫,低楼层 (共16层),111㎡,平层,82.18㎡,板塔结合,南,钢混结构,精装,一梯两户,暂无数据
206,83,2室2厅1厨1卫,低楼层 (共18层),76.64㎡,平层,暂无数据,板塔结合,东 东南,未知结构,精装,一梯六户,暂无数据
207,68,2室2厅1厨1卫,低楼层 (共18层),79.22㎡,平层,65.8㎡,板塔结合,东北,框架结构,毛坯,两梯六户,有
208,78,2室2厅1厨1卫,中楼层 (共18层),67.05㎡,平层,50.17㎡,板塔结合,南 北,钢混结构,精装,两梯八户,有
209,480,5室2厅1厨3卫,低楼层 (共4层),271.64㎡,,261.96㎡,,南,钢混结构,简装,,
210,70,2室2厅1厨1卫,中楼层 (共18层),78.32㎡,平层,62.84㎡,板塔结合,西,钢混结构,其他,一梯四户,暂无数据
211,78,2室2厅1厨1卫,中楼层 (共18层),76㎡,平层,68㎡,板楼,南,未知结构,精装,一梯四户,暂无数据
212,97.8,2室1厅1厨1卫,高楼层 (共24层),89.34㎡,平层,67.28㎡,板塔结合,南,未知结构,毛坯,两梯四户,有
213,52,1室2厅1厨1卫,中楼层 (共11层),67.85㎡,平层,54.9㎡,板塔结合,南,钢混结构,简装,一梯十一户,暂无数据
214,45,2室1厅1厨1卫,低楼层 (共12层),61.84㎡,平层,暂无数据,暂无数据,西南 东北,未知结构,简装,一梯八户,暂无数据
215,75,2室1厅1厨1卫,高楼层 (共15层),75.64㎡,平层,60.48㎡,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
216,53,1室1厅1厨1卫,低楼层 (共17层),52.92㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,有
217,86,2室2厅1厨1卫,高楼层 (共33层),71.19㎡,平层,暂无数据,暂无数据,北,未知结构,精装,一梯五户,暂无数据
218,105,3室2厅1厨1卫,高楼层 (共24层),87.84㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯六户,暂无数据
219,75,2室2厅1厨1卫,低楼层 (共18层),82.03㎡,平层,67.82㎡,板塔结合,西北,未知结构,简装,一梯六户,暂无数据
220,48,2室2厅1厨1卫,低楼层 (共26层),77.02㎡,平层,61.06㎡,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
221,95,3室2厅1厨1卫,高楼层 (共18层),99.37㎡,平层,83.33㎡,板塔结合,东 西,钢混结构,精装,一梯五户,暂无数据
222,75,2室2厅1厨1卫,中楼层 (共18层),75.08㎡,平层,58.53㎡,板塔结合,东南,框架结构,毛坯,两梯五户,有
223,88,2室1厅1厨1卫,中楼层 (共30层),87.47㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
224,76,2室1厅1厨1卫,高楼层 (共17层),48.73㎡,平层,34.65㎡,板塔结合,北,钢混结构,毛坯,两梯十五户,有
225,85,3室2厅1厨1卫,低楼层 (共21层),94.04㎡,平层,76.94㎡,板塔结合,南 北,钢混结构,毛坯,一梯六户,暂无数据
226,70,2室2厅1厨1卫,中楼层 (共17层),84㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯五户,暂无数据
227,72,2室2厅1厨1卫,低楼层 (共18层),76.74㎡,平层,62.59㎡,板楼,南,未知结构,精装,一梯四户,暂无数据
228,132,3室2厅1厨2卫,高楼层 (共18层),108.14㎡,平层,87.69㎡,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
229,90,2室2厅1厨1卫,高楼层 (共26层),73.53㎡,平层,59.49㎡,板楼,南,钢混结构,精装,两梯八户,有
230,58,2室1厅1厨1卫,低楼层 (共17层),76.87㎡,平层,61.06㎡,暂无数据,南,未知结构,简装,一梯六户,暂无数据
231,65,2室2厅1厨1卫,中楼层 (共17层),71.07㎡,平层,58.39㎡,板塔结合,北,钢混结构,其他,一梯八户,暂无数据
232,125,2室2厅1厨1卫,中楼层 (共33层),100.34㎡,平层,72.28㎡,板塔结合,南,混合结构,其他,一梯五户,暂无数据
233,80,3室2厅1厨1卫,低楼层 (共11层),92.16㎡,平层,78.07㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据
234,118,3室2厅1厨1卫,中楼层 (共18层),109.5㎡,平层,89.94㎡,板塔结合,东南,钢混结构,精装,两梯四户,有
235,91.5,2室2厅1厨1卫,低楼层 (共18层),78.55㎡,平层,62㎡,暂无数据,南,未知结构,精装,一梯六户,暂无数据
236,63,2室2厅1厨1卫,低楼层 (共11层),68.07㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯十二户,暂无数据
237,98,2室2厅1厨1卫,高楼层 (共11层),90.8㎡,平层,74.42㎡,板塔结合,南 北,钢混结构,毛坯,一梯四户,暂无数据
238,76,2室1厅1厨1卫,低楼层 (共18层),64㎡,平层,51.74㎡,板塔结合,南,未知结构,精装,两梯六户,有
239,93,3室2厅1厨1卫,低楼层 (共22层),94.04㎡,平层,76.49㎡,板塔结合,东 东南,钢混结构,精装,两梯七户,有
240,92,2室2厅1厨1卫,中楼层 (共18层),78.64㎡,平层,63.24㎡,暂无数据,东南,未知结构,精装,一梯六户,暂无数据
241,66,2室2厅1厨1卫,低楼层 (共15层),86.2㎡,平层,66.27㎡,塔楼,北,钢混结构,毛坯,两梯四户,有
242,93,3室2厅1厨1卫,低楼层 (共22层),94.04㎡,平层,76.49㎡,板塔结合,东 东南,钢混结构,精装,两梯七户,有
243,98,2室2厅1厨1卫,高楼层 (共11层),90.8㎡,平层,74.42㎡,板塔结合,南 北,钢混结构,毛坯,一梯四户,暂无数据
244,109,2室2厅1厨1卫,低楼层 (共24层),89.09㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有
245,78,2室2厅1厨1卫,中楼层 (共18层),82.07㎡,平层,68.82㎡,暂无数据,南,未知结构,精装,一梯五户,暂无数据
246,63,2室2厅1厨1卫,低楼层 (共31层),70.53㎡,平层,56.14㎡,板塔结合,东,框架结构,其他,两梯六户,有
247,63,2室2厅1厨1卫,中楼层 (共18层),81.72㎡,平层,68.9㎡,板塔结合,东南,钢混结构,精装,一梯五户,暂无数据
248,80,2室2厅1厨1卫,低楼层 (共18层),80.84㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯四户,暂无数据
249,60,2室1厅1厨2卫,低楼层 (共17层),92.47㎡,平层,77.6㎡,板塔结合,北,钢混结构,毛坯,一梯六户,暂无数据
250,96,2室2厅1厨1卫,高楼层 (共33层),91.86㎡,平层,69.84㎡,板塔结合,南,钢混结构,精装,两梯四户,有
251,79,2室1厅1厨1卫,低楼层 (共18层),76.48㎡,平层,63.63㎡,暂无数据,南,框架结构,简装,两梯八户,有
252,73.9,2室2厅1厨1卫,中楼层 (共17层),71.07㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,两梯八户,有
253,79,2室2厅1厨1卫,中楼层 (共17层),76.26㎡,平层,67.7㎡,板塔结合,北,钢混结构,精装,一梯六户,暂无数据
254,88,2室1厅1厨1卫,中楼层 (共15层),84.7㎡,平层,66.86㎡,板塔结合,北 南,钢混结构,其他,两梯六户,有
255,80,2室2厅1厨1卫,高楼层 (共11层),76㎡,平层,62.32㎡,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据
256,67,1室1厅1厨1卫,低楼层 (共11层),67.85㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯十一户,暂无数据
257,104,2室2厅1厨2卫,高楼层 (共18层),94.59㎡,平层,77.5㎡,塔楼,北 东南,钢混结构,毛坯,两梯六户,有
258,40,1室1厅1厨1卫,中楼层 (共15层),53.74㎡,平层,53.74㎡,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
259,83,2室2厅1厨1卫,中楼层 (共25层),86.74㎡,平层,66.49㎡,板塔结合,南,框架结构,精装,一梯六户,暂无数据
260,117.5,3室2厅1厨2卫,低楼层 (共18层),106.73㎡,平层,106.73㎡,板楼,南 北,钢混结构,精装,一梯六户,暂无数据
261,63,2室2厅1厨1卫,高楼层 (共17层),70.86㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯六户,有
262,75,1室1厅1厨1卫,高楼层 (共24层),60.66㎡,平层,49.13㎡,板塔结合,南,钢混结构,精装,两梯七户,有
263,55,1室1厅1厨1卫,低楼层 (共18层),56.83㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯六户,有
264,82,2室2厅1厨1卫,低楼层 (共18层),77.64㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯六户,有
265,72,2室1厅1厨1卫,低楼层 (共18层),81.72㎡,平层,67.82㎡,板塔结合,西北,钢混结构,其他,两梯六户,有
266,80,2室2厅1厨1卫,低楼层 (共23层),82.49㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有
267,88,1室1厅1厨2卫,高楼层 (共19层),41.05㎡,复式,暂无数据,板楼,南,钢混结构,其他,两梯八户,有
268,62,2室2厅1厨1卫,高楼层 (共18层),73.38㎡,平层,58.47㎡,塔楼,南,钢混结构,毛坯,两梯六户,有
269,88.8,3室2厅1厨2卫,低楼层 (共17层),70.16㎡,跃层,58.88㎡,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
270,94,3室2厅1厨1卫,高楼层 (共22层),94.04㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯七户,有
271,75,2室2厅1厨1卫,低楼层 (共18层),75㎡,平层,60.03㎡,板塔结合,南,钢混结构,精装,两梯六户,有
272,153,3室2厅1厨1卫,低楼层 (共18层),121.21㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有
273,50,2室2厅1厨1卫,中楼层 (共16层),81㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯十八户,有
274,92,2室2厅1厨1卫,低楼层 (共18层),85㎡,平层,暂无数据,板塔结合,南,未知结构,其他,两梯六户,有
275,95,2室2厅1厨1卫,低楼层 (共26层),81.13㎡,平层,65.63㎡,板楼,南,钢混结构,精装,两梯八户,有
276,82.2,2室1厅1厨1卫,高楼层 (共18层),67.32㎡,平层,54.15㎡,板楼,南 北,钢混结构,精装,两梯八户,有
277,95,2室2厅1厨1卫,低楼层 (共18层),81㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有
278,66,1室2厅1厨1卫,低楼层 (共29层),65.85㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯八户,有
279,55,1室1厅1厨1卫,中楼层 (共18层),58.3㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
280,61,2室2厅1厨1卫,低楼层 (共18层),63.21㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯八户,暂无数据
281,99,3室2厅1厨1卫,高楼层 (共33层),109㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯四户,暂无数据
282,57,1室1厅1厨1卫,中楼层 (共18层),57㎡,平层,暂无数据,板塔结合,北 南,钢混结构,其他,两梯六户,有
283,55,2室1厅1厨1卫,低楼层 (共16层),68㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯七户,暂无数据
284,65,1室1厅1厨1卫,中楼层 (共17层),60.83㎡,平层,60.83㎡,板塔结合,南,未知结构,简装,两梯五户,有
285,90,2室2厅1厨1卫,低楼层 (共2层),149.02㎡,跃层,141.28㎡,暂无数据,南 北,未知结构,简装,一梯一户,暂无数据
286,85,2室1厅1厨2卫,高楼层 (共11层),89.22㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯四户,暂无数据
287,100,3室2厅1厨2卫,中楼层 (共23层),102㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有
288,128,3室2厅1厨1卫,中楼层 (共23层),115.29㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有
289,105,3室2厅1厨1卫,高楼层 (共17层),103㎡,平层,暂无数据,暂无数据,南 北,未知结构,其他,一梯两户,暂无数据
290,128,3室2厅1厨2卫,低楼层 (共33层),110.38㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯四户,暂无数据
291,220,4室2厅1厨3卫,低楼层 (共5层),186㎡,复式,暂无数据,板塔结合,南,钢混结构,其他,一梯两户,暂无数据
292,118,2室2厅1厨1卫,高楼层 (共23层),67.82㎡,跃层,暂无数据,塔楼,东南,框架结构,其他,两梯三户,有
293,550,6室3厅1厨3卫,低楼层 (共2层),267㎡,复式,暂无数据,板塔结合,南,钢混结构,毛坯,一梯一户,暂无数据
294,270,3室2厅1厨3卫,低楼层 (共3层),170㎡,复式,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
295,100,3室2厅1厨1卫,高楼层 (共17层),103㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据
296,100,3室2厅1厨1卫,中楼层 (共23层),99.71㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有
297,94,2室1厅1厨1卫,中楼层 (共20层),86.04㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据
298,80,2室1厅1厨1卫,低楼层 (共15层),87.4㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯五户,暂无数据
299,76,2室1厅1厨1卫,高楼层 (共23层),83.82㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有
300,90,2室2厅1厨1卫,高楼层 (共29层),82.02㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯八户,有
301,42,2室2厅1厨1卫,高楼层 (共6层),85㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据
302,86,2室2厅1厨1卫,低楼层 (共33层),87.41㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
303,86,2室1厅1厨1卫,低楼层 (共18层),86.67㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,暂无数据
304,92,3室2厅1厨1卫,高楼层 (共24层),88㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
305,89,2室2厅1厨1卫,低楼层 (共18层),78.13㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,两梯六户,有
306,108,3室2厅1厨2卫,低楼层 (共18层),108.14㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯六户,暂无数据
307,70,2室2厅1厨1卫,中楼层 (共18层),87.23㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯五户,暂无数据
308,100,3室2厅1厨1卫,高楼层 (共18层),110㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯四户,暂无数据
309,73,2室1厅1厨1卫,高楼层 (共25层),73.44㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯六户,暂无数据
310,77,2室2厅1厨1卫,中楼层 (共18层),73.7㎡,平层,暂无数据,板塔结合,西,钢混结构,其他,两梯六户,有
311,88,2室2厅1厨1卫,中楼层 (共33层),88.41㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯四户,暂无数据
312,55,2室2厅1厨1卫,高楼层 (共25层),70.56㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,四梯二十户,有
313,95,3室2厅1厨1卫,中楼层 (共33层),91.52㎡,平层,暂无数据,板塔结合,东北,钢混结构,其他,两梯四户,有
314,87,2室2厅1厨1卫,高楼层 (共26层),81.13㎡,平层,65.63㎡,板楼,南,钢混结构,精装,两梯八户,有
315,85,3室2厅1厨1卫,低楼层 (共18层),92㎡,平层,暂无数据,暂无数据,西南,钢混结构,其他,一梯四户,暂无数据
316,116,3室2厅1厨2卫,低楼层 (共21层),111.53㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,一梯六户,暂无数据
317,167,3室2厅1厨2卫,高楼层 (共33层),136㎡,平层,暂无数据,塔楼,南,未知结构,精装,一梯四户,暂无数据
318,290,5室1厅1厨3卫,低楼层 (共3层),218㎡,复式,暂无数据,暂无数据,南,未知结构,简装,一梯两户,暂无数据
319,258,5室2厅1厨3卫,低楼层 (共2层),163.92㎡,复式,暂无数据,板塔结合,南,钢混结构,毛坯,一梯六户,暂无数据
320,97,4室2厅1厨2卫,低楼层 (共15层),97㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯六户,暂无数据
321,140,3室2厅1厨2卫,高楼层 (共24层),109.66㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯六户,暂无数据
322,65,1室1厅0厨0卫,中楼层 (共5层),34.32㎡,平层,暂无数据,板塔结合,南,砖混结构,其他,一梯八十户,暂无数据
323,120,3室2厅1厨2卫,中楼层 (共11层),121㎡,平层,暂无数据,暂无数据,南 北,未知结构,其他,一梯两户,暂无数据
324,113.5,3室2厅1厨2卫,高楼层 (共18层),97.15㎡,平层,暂无数据,板塔结合,南 北,框架结构,其他,一梯六户,暂无数据
325,98,2室1厅1厨1卫,高楼层 (共24层),80.06㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有
326,150,3室2厅1厨2卫,高楼层 (共18层),121㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,暂无数据
327,75,2室1厅1厨1卫,低楼层 (共18层),82㎡,平层,暂无数据,板塔结合,西,钢混结构,简装,两梯六户,有
328,500,4室2厅1厨4卫,低楼层 (共2层),229.83㎡,复式,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯一户,暂无数据
329,69,1室2厅1厨1卫,中楼层 (共26层),60.66㎡,平层,46.5㎡,板楼,东 北,钢混结构,简装,两梯十户,有
330,154,3室2厅1厨2卫,中楼层 (共18层),124㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,一梯四户,暂无数据
331,110,3室2厅1厨2卫,高楼层 (共17层),118.34㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,一梯四户,暂无数据
332,175,3室2厅1厨2卫,低楼层 (共24层),129.27㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯四户,暂无数据
333,164,3室2厅1厨2卫,中楼层 (共28层),137㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有
334,95,3室2厅1厨1卫,高楼层 (共18层),104.04㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯五户,暂无数据
335,24,1室0厅1厨1卫,低楼层 (共13层),30.72㎡,平层,25.89㎡,板塔结合,南,钢混结构,简装,一梯八户,暂无数据
336,176,3室2厅1厨2卫,低楼层 (共24层),125.41㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有
337,285,3室3厅1厨3卫,低楼层 (共2层),179㎡,,暂无数据,,南 北,未知结构,毛坯,,
338,105,3室2厅1厨2卫,中楼层 (共18层),98㎡,平层,暂无数据,板塔结合,南 北,未知结构,其他,两梯六户,有
339,110,3室2厅1厨2卫,低楼层 (共18层),97.59㎡,平层,暂无数据,暂无数据,南 北,未知结构,其他,一梯六户,暂无数据
340,115,3室2厅1厨2卫,高楼层 (共18层),110㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有
341,465,3室2厅2厨3卫,低楼层 (共2层),183.42㎡,,183.42㎡,,南,钢混结构,毛坯,,
342,345,3室2厅1厨3卫,低楼层 (共3层),183㎡,,暂无数据,,南 北,未知结构,毛坯,,
343,100,2室2厅1厨2卫,高楼层 (共14层),92㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯五户,暂无数据
344,115,3室2厅1厨2卫,低楼层 (共18层),121㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,一梯三户,暂无数据
345,107,3室2厅1厨2卫,中楼层 (共11层),117㎡,平层,暂无数据,板塔结合,南,未知结构,精装,一梯四户,有
346,85,2室2厅1厨2卫,低楼层 (共33层),56.28㎡,复式,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
